record_kind,path,route_pattern,registration_kind,page_component,source_file,line,page_file,layout,role_or_surface,module_catalog_label,module_catalog_file,navigation,api_client_calls,backend_support,notes
page,/agency/fare-brand-library,,page_module,AgencyFareBrandLibraryPage,frontend/src/pages/agency/FareBrandLibraryPage.jsx,1,frontend/src/pages/agency/FareBrandLibraryPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/fare-brand-library;/api/agencies/${state.agency.id}/fare-brand-library/compare;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/feature-availability,,page_module,FeatureAvailabilityPage,frontend/src/pages/agency/FeatureAvailabilityPage.jsx,1,frontend/src/pages/agency/FeatureAvailabilityPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-flags;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/feature-bundles,,page_module,FeatureBundlesPage,frontend/src/pages/agency/FeatureBundlesPage.jsx,1,frontend/src/pages/agency/FeatureBundlesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-flag-bundles;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/feature-readiness,,page_module,FeatureReadinessPage,frontend/src/pages/agency/FeatureReadinessPage.jsx,1,frontend/src/pages/agency/FeatureReadinessPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-readiness;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/flight-workspaces,,page_module,FlightWorkspacesPage,frontend/src/pages/agency/FlightWorkspacesPage.jsx,1,frontend/src/pages/agency/FlightWorkspacesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/flight-workspaces${query};/api/agencies/${context.agency.id}/flight-workspaces/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/gds-parser;/agency/gds-parser,,page_module,GdsParserPage,frontend/src/pages/agency/GdsParserPage.jsx,1,frontend/src/pages/agency/GdsParserPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/gds-parser/runs/${runId};/api/agencies/${agencyId}/gds-parser/runs/${runId}/entities;/api/agencies/${context.agency.id}/gds-parser/profiles;/api/agencies/${context.agency.id}/gds-parser/runs;/api/agencies/${context.agency.id}/gds-parser/runs/${runs.items[0].id}/entities;/api/agencies/${state.agency.id}/gds-parser/corrections;/api/agencies/${state.agency.id}/gds-parser/parse-text;/api/agencies/${state.agency.id}/gds-parser/runs/${selectedRun.id}/training-sample;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/import-templates,,page_module,ImportTemplatesPage,frontend/src/pages/agency/ImportTemplatesPage.jsx,1,frontend/src/pages/agency/ImportTemplatesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-import-templates${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/intelligence-cases,,page_module,IntelligenceCasesPage,frontend/src/pages/agency/IntelligenceCasesPage.jsx,1,frontend/src/pages/agency/IntelligenceCasesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/intelligence-cases${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/interline-codeshare-advisor,,page_module,AgencyInterlineCodeshareAdvisorPage,frontend/src/pages/agency/InterlineCodeshareAdvisorPage.jsx,1,frontend/src/pages/agency/InterlineCodeshareAdvisorPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/interline-codeshare-advisor;/api/agencies/${state.agency.id}/interline-codeshare-advisor/evaluate;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/invoices,,page_module,InvoicesPage,frontend/src/pages/agency/InvoicesPage.jsx,1,frontend/src/pages/agency/InvoicesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/invoices;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/invoices/{param1},,page_module,InvoiceDetailPage,frontend/src/pages/agency/InvoiceDetailPage.jsx,1,frontend/src/pages/agency/InvoiceDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/invoices/${invoiceId};/api/agencies/${state.agency.id}/invoices/${invoiceId}/issue;/api/agencies/${state.agency.id}/invoices/${invoiceId}/line-items;/api/agencies/${state.agency.id}/invoices/${invoiceId}/line-items/${lineId}/archive;/api/agencies/${state.agency.id}/invoices/${invoiceId}/render-document;/api/agencies/${state.agency.id}/invoices/${invoiceId}/void;/api/agencies/${state.agency.id}/payments;/api/agencies/${state.agency.id}/payments/${paymentId}/mark-reconciled;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/journey-authoring,,page_module,JourneyAuthoringWorkspacePage,frontend/src/pages/agency/JourneyAuthoringWorkspacePage.jsx,1,frontend/src/pages/agency/JourneyAuthoringWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/journey-authoring/${nextId};/api/agencies/${context.agency.id}/journey-authoring?include_archived=true;/api/agencies/${state.agency.id}/journey-authoring;/api/agencies/${state.agency.id}/journey-authoring/${id};/api/agencies/${state.agency.id}/journey-authoring/${response.session.id}/import-booking-draft;/api/agencies/${state.agency.id}/journey-authoring/${response.session.id}/import-parser-run;/api/agencies/${state.agency.id}/journey-authoring/${selectedId};/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/apply-to-journey;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/enrich;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/import-text;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/preview-application;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/${segment.id};/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/${segmentId}/archive;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/${segmentId}/restore;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/bulk-update;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/reorder;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/validate;/api/agencies/${state.agency.id}/journey-authoring?include_archived=true;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/journey-comparison-presentations,,page_module,JourneyComparisonPresentationWorkspacePage,frontend/src/pages/agency/JourneyComparisonPresentationWorkspacePage.jsx,1,frontend/src/pages/agency/JourneyComparisonPresentationWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/journey-comparison-presentations/${presentationId};/api/agencies/${agencyId}/journey-comparison-presentations/${presentationId}/preview/client;/api/agencies/${context.agency.id}/journey-comparison-presentations?include_archived=true;/api/agencies/${state.agency.id}/journey-comparison-presentations/${selectedId};/api/agencies/${state.agency.id}/journey-comparison-presentations/from-${sourceType}/${sourceId.trim()};/api/auth/me,partial_static_match:7_matched:1_unresolved,registered_in_app
page,/agency/journey-option-composition,,page_module,JourneyOptionCompositionWorkspacePage,frontend/src/pages/agency/JourneyOptionCompositionWorkspacePage.jsx,1,frontend/src/pages/agency/JourneyOptionCompositionWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/journey-option-compositions/${compositionId};/api/agencies/${agencyId}/journeys/${response.composition.journey_id};/api/agencies/${context.agency.id}/fare-brand-library;/api/agencies/${context.agency.id}/journey-option-compositions?include_archived=true;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/assess-services;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/compare;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/offer-handoff/apply;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/offer-handoff/preview;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/options;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/options/reorder;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/preferred-option;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/snapshots;/api/agencies/${state.agency.id}/journey-option-compositions/from-journey/${journeyId};/api/agencies/${state.agency.id}/journey-option-compositions?include_archived=true;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/journeys,,page_module,JourneyWorkspacePage,frontend/src/pages/agency/JourneyWorkspacePage.jsx,1,frontend/src/pages/agency/JourneyWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/journeys;/api/agencies/${context.agency.id}/journeys/${nextId};/api/agencies/${context.agency.id}/journeys/summary;/api/agencies/${state.agency.id}/journeys;/api/agencies/${state.agency.id}/journeys/${id};/api/agencies/${state.agency.id}/journeys/${selectedId}/presentation;/api/agencies/${state.agency.id}/journeys/${selectedId}/snapshots;/api/agencies/${state.agency.id}/journeys/from-${supported[key]}/${encodeURIComponent(sourceId)};/api/auth/me,partial_static_match:10_matched:1_unresolved,registered_in_app
page,/agency/knowledge-acquisition,,page_module,KnowledgeAcquisitionPage,frontend/src/pages/agency/KnowledgeAcquisitionPage.jsx,1,frontend/src/pages/agency/KnowledgeAcquisitionPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-knowledge-acquisition${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/knowledge-governance,,page_module,KnowledgeGovernancePage,frontend/src/pages/agency/KnowledgeGovernancePage.jsx,1,frontend/src/pages/agency/KnowledgeGovernancePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-knowledge-governance${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/knowledge-normalisation,,page_module,KnowledgeNormalisationPage,frontend/src/pages/agency/KnowledgeNormalisationPage.jsx,1,frontend/src/pages/agency/KnowledgeNormalisationPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-knowledge-normalisation${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/knowledge-population-toolkit,,page_module,AgencyKnowledgePopulationToolkitPage,frontend/src/pages/agency/KnowledgePopulationToolkitPage.jsx,1,frontend/src/pages/agency/KnowledgePopulationToolkitPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-population-toolkit${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/knowledge-quality-assurance,,page_module,AgencyKnowledgeQualityAssurancePage,frontend/src/pages/agency/KnowledgeQualityAssurancePage.jsx,1,frontend/src/pages/agency/KnowledgeQualityAssurancePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-quality-assurance${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/knowledge-updates,,page_module,AgencyKnowledgeUpdatesPage,frontend/src/pages/agency/KnowledgeUpdatesPage.jsx,1,frontend/src/pages/agency/KnowledgeUpdatesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-updates${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/offer-decision-explanations,,page_module,AgencyOfferDecisionExplanationsPage,frontend/src/pages/agency/OfferDecisionExplanationsPage.jsx,1,frontend/src/pages/agency/OfferDecisionExplanationsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-explanations;/api/agencies/${context.agency.id}/offer-decision-packs;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/offer-decision-export-audit-reviews,,page_module,AgencyOfferDecisionExportAuditReviewsPage,frontend/src/pages/agency/OfferDecisionExportAuditReviewsPage.jsx,1,frontend/src/pages/agency/OfferDecisionExportAuditReviewsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-audit-reviews;/api/agencies/${context.agency.id}/offer-decision-export-delivery-outcomes;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/offer-decision-export-compliance,,page_module,AgencyOfferDecisionExportCompliancePage,frontend/src/pages/agency/OfferDecisionExportCompliancePage.jsx,1,frontend/src/pages/agency/OfferDecisionExportCompliancePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-compliance;/api/agencies/${context.agency.id}/offer-decision-export-governance;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/offer-decision-export-deliveries,,page_module,AgencyOfferDecisionExportDeliveriesPage,frontend/src/pages/agency/OfferDecisionExportDeliveriesPage.jsx,1,frontend/src/pages/agency/OfferDecisionExportDeliveriesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-deliveries;/api/agencies/${context.agency.id}/offer-decision-export-previews;/api/agencies/${context.agency.id}/offer-decision-export-releases;/api/agencies/${context.agency.id}/offer-decision-exports;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/offer-decision-export-delivery-outcomes,,page_module,AgencyOfferDecisionExportDeliveryOutcomesPage,frontend/src/pages/agency/OfferDecisionExportDeliveryOutcomesPage.jsx,1,frontend/src/pages/agency/OfferDecisionExportDeliveryOutcomesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-deliveries;/api/agencies/${context.agency.id}/offer-decision-export-delivery-outcomes;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/offer-decision-export-governance,,page_module,AgencyOfferDecisionExportGovernancePage,frontend/src/pages/agency/OfferDecisionExportGovernancePage.jsx,1,frontend/src/pages/agency/OfferDecisionExportGovernancePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-audit-reviews;/api/agencies/${context.agency.id}/offer-decision-export-governance;/api/auth/me,matched_static_backend_shape,registered_in_app
